"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","31LVTDXBL8445PVE64JNVZQ2RMQLRE","A1A22XNS92FOTH","Submitted","Mon Jun 26 16:10:12 PDT 2017","Mon Jun 26 16:18:39 PDT 2017","Thu Jun 29 16:18:39 PDT 2017","","","","507","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen the movie Flubber with Robin Williams?","I thought that was cute and then flying off in the car was just awesome.","Yeah I seen that long time ago though.","I just watched it again recently and it was just as funny as when it first came out.","Oh I bet, even though it seems so different since Robin passed away though.","What was your favorite parts of the movie?","I love the basketball game scene, if only we could actually have our very own Flubber that would be so cool.","Do you think it is actually possible for that kind of thing to actually happen though?","I'm sure it could happen if they have the right equipment and funding.","What did you think about the ending with the wedding?","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","32N49TQG3HCF2DLRIXZ7NIZUIG5AVF","A17J1CE7N49Z9D","Submitted","Mon Jun 26 16:26:45 PDT 2017","Mon Jun 26 16:28:09 PDT 2017","Thu Jun 29 16:28:09 PDT 2017","","","","84","100% (39/39)","100% (39/39)","100% (30/30)","0","did you like cars?","exactly","the first was okay","what about the second and third?","I didn't bother watching the third.","yeah, it really is not worth it","the 2nd was bad enough","I don't know why they even made a third","they should make more wall-e or even brave","yeah or any other Pixar movie","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3A1COHJ8NKPW1OXSGAYPCQ2QKDL8HA","A1EX951NW7YPG6","Submitted","Mon Jun 26 14:45:59 PDT 2017","Mon Jun 26 14:48:27 PDT 2017","Thu Jun 29 14:48:27 PDT 2017","","","","148","100% (20/20)","100% (20/20)","100% (20/20)","0","Honey, I Shrunk the Kids was a crazy movie","that is an interesting thought, being smaller so we have more food and eat less but it seems like more !","I know, when they were lost in the lawn that was scary","I thought they would never get bigger again","same here, he was always making things","well the Dad was an inventor, that is what they do!","that is true , remember that cookie they found and ate pieces of?","wasn't there a part when they also ate the icing or filing","I think so, I bet that was good!","Maybe if we were smaller food would last longer","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3IJXV6UZ1YD2FON8L1MA3JYAAIRRI1","A2AY4ZM3Y9BTYZ","Submitted","Mon Jun 26 15:28:07 PDT 2017","Mon Jun 26 15:40:01 PDT 2017","Thu Jun 29 15:40:01 PDT 2017","","","","714","0% (0/0)","0% (0/0)","0% (0/0)","0","I going to Disney World for vacation, but I haven't seen any of the movies.","That's right.  It is a beautiful song.","Well you certainly can't watch all of them now.  You'll never finish.","Which one should I watch first?","Well, if you are going to Disney World, I would watch CInderella.","Why is that?","Well, Her castle is in the middle of the park.","I guess it is also a pretty famous one.","It is a classic.  It has a beautiful story, and the music is amazing.","Isn't that where ""A Dream Is A Wish Your Heart Makes"" is from?","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3NVC2EB65RTWMMHBET7H79PIUMXY3W","APF1EAZT104LQ","Submitted","Mon Jun 26 14:00:43 PDT 2017","Mon Jun 26 14:06:25 PDT 2017","Thu Jun 29 14:06:25 PDT 2017","","","","342","100% (290/290)","100% (283/283)","100% (241/241)","0","What was the saddest Disney movie?","Me too","Bambi","Is that an old movie?","Yes","Is it very sad?","Yes. Bambi's mother gets killed","That is awful","Yeah. It is a hard one to watch","I like the classics a lot?","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3O7L7BFSHFJD6KI3ZV2A4CZRVT8IEM","A2A56XB6YTRFJ9","Submitted","Mon Jun 26 16:45:40 PDT 2017","Mon Jun 26 16:49:27 PDT 2017","Thu Jun 29 16:49:27 PDT 2017","","","","227","0% (0/0)","0% (0/0)","0% (0/0)","0","If you were one of the seven dwarfs, which one would you be?","So did I, I wanted to be just like her when I grew up.","Do you mean like from Snow White?","Yes! I think I would be sleepy.","I am a little sleepy right now, but I think I would be happy.","I might even be sneezy with all of the allergies I have been experiencing.","No kidding! I am definitely sneezy this time of year.","Snow White was always my favorite Disney princess. I think she is so beautiful.","I really like Snow White as well. I think she has a beautiful voice.","She definitely has an amazing voice. I always wished I could sing like her.","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3OS4RQUCRA9VPQ4TOWUZ07GEC41FBQ","A1WBGYZ6Y8NJ9","Submitted","Mon Jun 26 16:02:43 PDT 2017","Mon Jun 26 16:03:33 PDT 2017","Thu Jun 29 16:03:33 PDT 2017","","","","50","100% (484/484)","100% (441/441)","100% (386/386)","0","Man Disney has gone down the toilet","Why do you think that","How?","Well their quality is much worse than it used to be","I dont think that","How so","The movies are as good as ever","Your just fanboying","No i am not","Yes you are","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3PM8NZGV8ZAZTIX378XB13BK29ZQX5","A1HKCTDOTL6C9I","Submitted","Mon Jun 26 16:31:19 PDT 2017","Mon Jun 26 16:38:46 PDT 2017","Thu Jun 29 16:38:46 PDT 2017","","","","447","100% (67/67)","100% (64/64)","100% (50/50)","0","What's your favorite song from any Disney movie?","Yeah the best ones will have the most memorable songs. Aladdin, Pocahontas, The Lion King, Frozen, Beauty and the Beast!","Lion King has always been very memorable for me with Elton John's Circle of Life song.","Lion King is always on everyone's top list because of the memorable songs in there plus it's one of Disney's most powerful animations too!","I also think it's underrated but I liked Phil Collins song in the 1999 Disney Tarzan movie.","You mean You'll Be In My Heart?","Yeah that one! It makes me irrationally choke up every time I hear it!","That's funny. I don't want to say the cliche response, but Frozen's Let It Go is really, really good.","Let it Go will be always so memorable because of how great Frozen was as a whole. Disney really knocked it out of the ballpark with that film.","I think the songs relate to how good and memorable the Disney movie is.","x",""
"3EAWOID6MTRGFGPF0TXD9SSU2W7V05","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3XUHV3NRVLSDE6EQICRM06SZINU5HF","A6YF5R5J1X7P7","Submitted","Mon Jun 26 16:41:19 PDT 2017","Mon Jun 26 16:44:36 PDT 2017","Thu Jun 29 16:44:36 PDT 2017","","","","197","0% (0/0)","0% (0/0)","0% (0/0)","0","My old college roommate and I were so excited to see The Princess and The Frog.","They really are a class act.","Why?","It was the first black Disney princess and it is set in New Orleans, where she and I went to college.","Oh yeah, I forgot you lived there before.","I got pretty nostalgic watching the different locations in the movie.","I can imagine.","Thioe day were so fun. I loved New Orleans and I love my old room mate","Plus it's a quality movie.","Of course, Disney never steers you wrong.","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","351SEKWQS1BUAXUUOFPIQNONCQGDMT","APF1EAZT104LQ","Submitted","Mon Jun 26 14:39:45 PDT 2017","Mon Jun 26 14:41:16 PDT 2017","Thu Jun 29 14:41:16 PDT 2017","","","","91","100% (290/290)","100% (283/283)","100% (241/241)","0","Did you like the first, or second Rescuers movie more?","Yeah, that song fit in the movie perfectly.","The first one.","I agree. That stuff with the mean lady was more memorable","I liked th swamp setting a lot.","Did you like the Australian setting in part 2?","Yes, but not as much as I liked the swamp","They are both great though","I agree","Did you lik Tomorrow is Another Day?","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","36NEMU28XG7TJ3UL5AU8IBD8J6MWML","AO2HNCG8SG26J","Submitted","Mon Jun 26 14:51:32 PDT 2017","Mon Jun 26 15:19:56 PDT 2017","Thu Jun 29 15:19:56 PDT 2017","","","","1704","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen Moana?","I guess I need to check it out!","Isn't Dwayne ""The Rock"" Johnson in that?","He sure is. He plays the demigod Maui and is hilarious in it. He even sings!","How's the music in Moana?","The music is great! ""How Far I'll Go"" was nominated for an Oscar. Moana was also nominated for Best Animated Feature.","Wow! That's impressive.","I think the most impressive thing is how lifelike they were able to make the Polynesian islands look.","Really? The scenery is that good?","It's AMAZING.","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","37QW5D2ZRHGLRXB8R4AOG49STNQS81","A32JSWNXSYZSH6","Submitted","Mon Jun 26 13:47:49 PDT 2017","Mon Jun 26 13:49:50 PDT 2017","Thu Jun 29 13:49:50 PDT 2017","","","","121","0% (0/0)","0% (0/0)","0% (0/0)","0","I have a question about Peter Pan the movie.","I think it's time we watch that movie again and find out.","Go for it.","What is the physics behind pixie dust?","You mean how does it work?","Yeah, like how does a physical material give one weightlessness in order to fly?","Bro, you're asking the wrong person here. I failed physics.","And Tinker Bell. That pixie dust just keeps coming off of her forever!","Yeah, so what?","It never runs out! How is that possible?","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3A4NIXBJ77TD89IM1WN690WSLZIMLI","ALQDZZ2PJD9K7","Submitted","Mon Jun 26 14:41:12 PDT 2017","Mon Jun 26 14:45:46 PDT 2017","Thu Jun 29 14:45:46 PDT 2017","","","","274","0% (0/0)","0% (0/0)","0% (0/0)","0","I watched Pinocchio the other day. I hadn't seen it in years.","I thought Figaro and Cleo were cute, too.","I watched that a few times when I was a kid, but it was a little too scary for me.","The whale still scares me a little!","I would never want to get swallowed by a whale like that, that's for sure.","All of the Pleasure Island parts are scary, too! He basically gets kidnapped!","And he almost turns into a donkey like the other boys.","When you talk about it like this, it's surprising that it's a movie for children!","Yeah, but there were cute parts.","Everything with Jiminy Cricket was cute, I think!","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3D4CH1LGEBNIFXLR1WMLRML0PIXG9D","A3F3QFKR10ZVGP","Submitted","Mon Jun 26 13:08:55 PDT 2017","Mon Jun 26 13:14:05 PDT 2017","Thu Jun 29 13:14:05 PDT 2017","","","","310","0% (0/0)","0% (0/0)","0% (0/0)","0","I can't believe how many Disney movies have come out over the years. How many can you name?","Well, I'll have to bring the family over to watch them with you then. Sounds like fun!","Well, let me think. Bambi, Cinderella, Aladdin, The Little Mermaid, Beauty and the Beast, Alice in Wonderland.","You're pretty good! Can you think of any others off the top of your head?","What about the one with the bears? I can remember them singing about bear necessities, but I can't recall the name of the movie.","Oh, yeah! Now I can't remember it either!","That's funny. I know Disney made Lady and the Tramp, and Brother Bear, but I don't think it's in either of those two movies.","No, definitely not. Maybe it was the Jungle Book?","Yes! I believe that's the one.","I'm going to have to dig out my old VHS movies now and watch some of these great Disney movies! Thanks for the reminder!","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3E337GFOLA234ZPL265Q9NGKU8FGNF","A2EJYWMBDSTWHC","Submitted","Mon Jun 26 16:08:59 PDT 2017","Mon Jun 26 16:16:43 PDT 2017","Thu Jun 29 16:16:43 PDT 2017","","","","464","100% (2/2)","100% (2/2)","100% (2/2)","0","Until now there’s not better animated movie than Big Heroes 6.","I hope so, and with the participation of Stan Lee it will be a total success.","That's correct. Big heroes 6 it's the best in all their aspects.","All the characters have a wonderful and funny performance.","Yes, although the storyline was kind of sad, it was vey nice at the end.","I would like to have someone like Baymax.","I want one too. He's the better companion for Hiro after Tadashi's death.","I hope in a sequel Tadashi is alive as Callaghan's daughter.","I don't think so. His death was very sad but Baymax helped with tha situation.","Well, but at least a second part will be enough for the fans.","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3KKG4CDWKJS23HS76VKKIXOXZEP94M","AGANA4HAKSVO6","Submitted","Mon Jun 26 15:53:12 PDT 2017","Mon Jun 26 15:56:49 PDT 2017","Thu Jun 29 15:56:49 PDT 2017","","","","217","0% (0/0)","0% (0/0)","0% (0/0)","0","Guess what movie is coming out in 2018!","I'm sure it will be.","What movie? Is it Disney?","Yes. Incredibles 2!","Wow that is so exciting!","I know. The Incredibles was one of my favorites as a kid.","Wasn't it everyones?","True. I bet the theater will be packed with adults.","I hate that we have to wait till next year.","Yeah. I think it will be worth the wait though.","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3WQ3B2KGE9A4ZBALHXFEB5CKBUI1BB","A3K5DCHBNL0GRY","Submitted","Mon Jun 26 15:52:36 PDT 2017","Mon Jun 26 15:58:28 PDT 2017","Thu Jun 29 15:58:28 PDT 2017","","","","352","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen any of Disney's classic movies from before they started making computer animated features?","Yes, that's the one!","Yes I have. They were some of my fondest childhood memories!","Really? What where some of your favorites?","I really liked the older classics like Snow White and Cinderella. But my favorite of all time would have to be Aladdin.","Why is Aladdin your favorite Disney movie?","Because Robin Williams as the Genie was the most amazing thing ever!","Oh yes, his performance certainly stole the show.","There's that, and I also loved the little monkey in the movie.","Do you mean Apu?","x",""
"34ZTTGSNJXIZL8ZUC2AO9XS37LVHQ0","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3ZPBJO59KQV8IJTJXI95YIGRV39HDE","ANPTDUX6LOGYY","Submitted","Mon Jun 26 13:59:23 PDT 2017","Mon Jun 26 14:08:45 PDT 2017","Thu Jun 29 14:08:45 PDT 2017","","","","562","100% (21/21)","100% (21/21)","100% (18/18)","0","Did you know there is a new Incredibles movie coming out?","Are there any previews available?","Yes actually I did, I think its coming out next year.","Yeah I heard it was coming 2018 as well.","I liked the previous movie I always wondered why they didnt make a sequel for that one.","Yeah I know it was a good movie.","Yes it was, it was a good movie with great visuals.","I liked the superpowers and that they are all a family of super heroes.","I wonder who the new villain will be.","Yeah, I wonder that as well. I think that its going to be an epic movie","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","35USIKEBNSA1760FQTW4XW3V0UCN6K","A2SNX8GORIS8FN","Submitted","Mon Jun 26 16:04:31 PDT 2017","Mon Jun 26 16:05:56 PDT 2017","Thu Jun 29 16:05:56 PDT 2017","","","","85","100% (47/47)","100% (29/29)","100% (24/24)","0","Lion's King is the best Disney movie of all time.","By thinking of another great song.","I'd debate you on any other day but you got me in a good mood.","What can you even debate, it's absolutely perfect.","Can't argue that it's perfect, really.","Exactly, the characters, the music, the story, the visuals, it's the best.","Agreed, Akuna Matata is the best Disney song ever.","One of them that's for sure, I Just Can't Wait To Be King is just as good if not better.","Oh I forgot about that one.","How can you forget the best song in the movie?","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3E13VNJ1NOPEMJORN77VXSGX6K31IL","A2A56XB6YTRFJ9","Submitted","Mon Jun 26 16:30:02 PDT 2017","Mon Jun 26 16:31:06 PDT 2017","Thu Jun 29 16:31:06 PDT 2017","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you ever seen the movie Bambi?","I think I will watch it with my kids tonight!","Yes! I loved that movie.","I used to watch it all the time as a child.","It was so sad when Bambi's mother dies.","I agree, I will never forget about that scene.","Disney movies normally don't have such sad scenes.","I think it was an important scene in the plot.","I do too, and I am glad it was included.","I can't wait to watch Bambi with my own kids one day.","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3GU1KF0O4JV7G3TN2ZQ4C1UIE99BP8","APF1EAZT104LQ","Submitted","Mon Jun 26 14:08:14 PDT 2017","Mon Jun 26 14:10:26 PDT 2017","Thu Jun 29 14:10:26 PDT 2017","","","","132","100% (290/290)","100% (283/283)","100% (241/241)","0","Did you see Zootopia?","I love that movie a lot.","Yes. I thought it was very cute.","Is it a newer movie?","Yes. it came out a recently.","What did you like about it?","The plot and the characters","Was there a fox in it?","Yes. He was one of the main characters","Cool","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3IAS3U3I0GABOWSH01FSGOMP3092B6","AW6DFFL8QE1FH","Submitted","Mon Jun 26 20:51:16 PDT 2017","Mon Jun 26 20:57:36 PDT 2017","Thu Jun 29 20:57:36 PDT 2017","","","","380","100% (6/6)","100% (6/6)","100% (6/6)","0","I am thinking about going for a movie tonight. You want to join?","Yes, sure. Excited to watch the surreal world with full of breathtaking CGI effects.","Which movie are you going to watch?","Not yet decided.","Oh! We can go for 'Beauty and the Beast'. Did you watch the trailer?","Yes, I was wonderstruck by the background. Reminds me of Alice in Wonderland.","Yes! Emma Watson looks gorgeous as ever.","Yes, she does. I heard Ian Mckellen also has a cameo.","That sounds so cool. Which show would work?","A show is available at 9 PM. Okay?","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3MMN5BL1W0YWS5SXVQJ6DE2BLD1M3E","A240OTT1T85UGT","Submitted","Mon Jun 26 16:33:10 PDT 2017","Mon Jun 26 16:34:22 PDT 2017","Thu Jun 29 16:34:22 PDT 2017","","","","72","100% (20/20)","100% (20/20)","100% (20/20)","0","What's your favorite Disney Movie?","Same page bro","The Little Mermaid!","A classic!","You gotta go with the classics!","Yea I agree@","I love the old art style before modern CGI","I agree.  Modern CGI needs improvement","Yea it looks so blocky in many movies","Yea and it's not just DIsney movies","x",""
"3SCKNODZ0XAHPMGQJ1WVEQ84O7C7N1","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:39 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:39 PDT 2017","","","3ND9UOO81LW9DLC05YTTIYYJJ16WLT","A3K5DCHBNL0GRY","Submitted","Mon Jun 26 16:34:28 PDT 2017","Mon Jun 26 16:46:09 PDT 2017","Thu Jun 29 16:46:09 PDT 2017","","","","701","0% (0/0)","0% (0/0)","0% (0/0)","0","So I just saw Mulan. That movie was epic!","The Mulan Szechuan Sauce Mc'Donald's put out to celebrate the release. Don't laugh, that sauce changed my life.","I'm glad you liked it. It was about time Disney set one of their movies in China.","So was the movie based on a true historical story?","Most likely not. A lot of ancient Chinese legends are highly embellished to begin with. And to top it off Disney didn't even follow the source material very closely.","What do you mean? Mulan didn't actually dress up as a guy to fight the Huns?","Well she did, but the original had a lot more going on, and, to be honest, the original did not have a happy ending.","Well, then it makes sense that Disney decided to change the plot. You can't movie a movie about empowering girls only to end it on a tragic note.","Indeed, I'm not going to criticize Disney for exercising creative license here.","So what was your favorite part of the movie?","x",""
